ImageID,Latitude,Longitude
/Images/pothole1.jpg,12.86177,77.66469
/Images/pothole2.jpg,12.85462,77.59179
/Images/pothole3.jpeg,12.86001,77.60749
/Images/pothole4.jpeg,12.87553,77.62615
/Images/pothole5.jpeg,12.87800,77.64645
/Images/pothole6.jpg,12.86177,77.66469
/Images/pothole6.jpg,12.86177,77.66469
/Images/pothole6.jpg,12.86177,77.66469
