Lat,Lng,Alt,Acc,Time,Prv,OrgLat,OrgLng,OrgAlt,OrgAcc,Speed,Bearing,AdvPrv,Dly,Dst,AltOfst,Pressure,PressureRef,RefAge,FromBT,Sats,Secs,AccDst,Quality,PDOP,VDOP,HDOP,DGPSAge,DGPSStat,Category,TimeWithTZ,TimeWithMS,DeviceTime,WriteTime,UTM,SpeedKPH,SpeedMPH,Battery
12.87886,77.63762,911,1.08,2023-11-26T02:15:20.000Z,gps,12.87886,77.63765,826,1.80,2.64,95.43,gps [GPS],00:00:01,1.8,0.0,,,,false,28 / 59,1346,7883.1,2,1.05,0.90,0.54,0.0,0,Hike,07:45:20 GMT+05:30,07:45:20.206,07:45:19.618,07:45:19.632,43 P 786257 1425208,9.50,5.90,80
12.87886,77.63763,911,0.93,2023-11-26T02:15:21.000Z,gps,12.87885,77.63767,826,1.80,2.33,98.65,gps [GPS],00:00:01,1.5,0.0,,,,false,27 / 59,1347,7884.6,2,1.06,0.90,0.54,0.0,0,Hike,07:45:21 GMT+05:30,07:45:21.214,07:45:20.625,07:45:20.639,43 P 786258 1425208,8.40,5.22,80
12.87886,77.63765,911,0.83,2023-11-26T02:15:22.000Z,gps,12.87885,77.63770,825,1.80,2.02,101.4,gps [GPS],00:00:01,1.4,0.0,,,,false,27 / 59,1348,7886.0,2,0.86,0.67,0.54,0.0,0,Hike,07:45:22 GMT+05:30,07:45:22.218,07:45:21.630,07:45:21.642,43 P 786260 1425208,7.26,4.51,80
12.87886,77.63766,911,0.75,2023-11-26T02:15:23.000Z,gps,12.87885,77.63771,825,1.80,1.55,94.12,gps [GPS],00:00:01,1.3,0.0,,,,false,26 / 59,1349,7887.3,2,1.09,0.94,0.56,0.0,0,Hike,07:45:23 GMT+05:30,07:45:23.223,07:45:22.634,07:45:22.650,43 P 786261 1425208,5.60,3.48,80
12.87885,77.63767,911,0.69,2023-11-26T02:15:24.000Z,gps,12.87885,77.63773,825,1.80,1.56,99.87,gps [GPS],00:00:01,1.2,0.0,,,,false,27 / 59,1350,7888.5,2,0.87,0.68,0.54,0.0,0,Hike,07:45:24 GMT+05:30,07:45:24.229,07:45:23.641,07:45:23.657,43 P 786262 1425208,5.61,3.49,80
12.87885,77.63768,911,0.65,2023-11-26T02:15:25.000Z,gps,12.87885,77.63775,825,1.80,1.87,82.36,gps [GPS],00:00:01,1.1,0.0,,,,false,27 / 59,1351,7889.6,2,0.87,0.68,0.54,0.0,0,Hike,07:45:25 GMT+05:30,07:45:25.239,07:45:24.651,07:45:24.671,43 P 786263 1425208,6.73,4.18,80
12.87885,77.63777,911,1.76,2023-11-26T02:15:26.000Z,gps,12.87885,77.63777,825,1.80,2.33,74.22,gps [GPS],00:00:01,9.2,0.0,,,,false,29 / 59,1352,7898.8,2,0.83,0.66,0.50,0.0,0,Hike,07:45:26 GMT+05:30,07:45:26.245,07:45:25.657,07:45:25.673,43 P 786272 1425208,8.38,5.21,80
12.87886,77.63778,911,1.29,2023-11-26T02:15:27.000Z,gps,12.87886,77.63779,825,1.90,3.15,69.8,gps [GPS],00:00:01,1.4,0.0,,,,false,28 / 59,1353,7900.2,2,1.02,0.89,0.51,0.0,0,Hike,07:45:27 GMT+05:30,07:45:27.263,07:45:26.674,07:45:26.690,43 P 786274 1425208,11.35,7.05,80
12.87887,77.63780,911,0.93,2023-11-26T02:15:29.000Z,gps,12.87888,77.63785,825,1.90,2.88,62.18,gps [GPS],00:00:02,3.2,0.0,,,,false,28 / 59,1355,7903.4,2,0.99,0.86,0.51,0.0,0,Hike,07:45:29 GMT+05:30,07:45:29.247,07:45:28.659,07:45:28.677,43 P 786277 1425209,10.38,6.45,80
12.87887,77.63782,911,0.84,2023-11-26T02:15:30.000Z,gps,12.87890,77.63788,826,1.90,2.87,64.81,gps [GPS],00:00:01,1.6,0.0,,,,false,28 / 59,1356,7905.0,2,0.99,0.86,0.51,0.0,0,Hike,07:45:30 GMT+05:30,07:45:30.256,07:45:29.668,07:45:29.686,43 P 786278 1425210,10.34,6.43,80
12.87888,77.63785,911,0.71,2023-11-26T02:15:32.000Z,gps,12.87891,77.63794,825,1.90,3.66,63.19,gps [GPS],00:00:02,3.4,0.0,,,,false,28 / 59,1358,7908.4,2,0.82,0.65,0.50,0.0,0,Hike,07:45:32 GMT+05:30,07:45:32.226,07:45:31.637,07:45:31.651,43 P 786281 1425211,13.16,8.18,80
12.87889,77.63786,911,0.66,2023-11-26T02:15:33.000Z,gps,12.87893,77.63798,825,1.90,4.66,64.08,gps [GPS],00:00:01,1.9,0.0,,,,false,30 / 59,1359,7910.3,2,0.95,0.82,0.49,0.0,0,Hike,07:45:33 GMT+05:30,07:45:33.237,07:45:32.649,07:45:32.663,43 P 786283 1425212,16.76,10.41,80
12.87895,77.63802,911,1.85,2023-11-26T02:15:34.000Z,gps,12.87895,77.63803,825,1.90,4.95,61.85,gps [GPS],00:00:01,17.9,0.0,,,,false,30 / 59,1360,7928.2,2,0.95,0.82,0.49,0.0,0,Hike,07:45:34 GMT+05:30,07:45:34.273,07:45:33.685,07:45:33.698,43 P 786300 1425218,17.82,11.07,80
12.87896,77.63805,910,1.32,2023-11-26T02:15:35.000Z,gps,12.87897,77.63807,825,1.90,5.32,65.87,gps [GPS],00:00:01,3.2,0.0,,,,false,31 / 59,1361,7931.4,2,0.94,0.81,0.48,0.0,0,Hike,07:45:35 GMT+05:30,07:45:35.321,07:45:34.733,07:45:34.754,43 P 786303 1425220,19.14,11.89,80
12.87898,77.63809,910,0.94,2023-11-26T02:15:37.000Z,gps,12.87901,77.63817,825,1.90,5.44,69.57,gps [GPS],00:00:02,5.8,0.0,,,,false,31 / 59,1363,7937.1,2,0.94,0.81,0.48,0.0,0,Hike,07:45:37 GMT+05:30,07:45:37.247,07:45:36.659,07:45:36.675,43 P 786308 1425222,19.57,12.16,80
12.87899,77.63812,910,0.84,2023-11-26T02:15:38.000Z,gps,12.87903,77.63822,824,1.90,6.04,69.69,gps [GPS],00:00:01,2.9,0.0,,,,false,31 / 59,1364,7940.1,2,0.94,0.81,0.48,0.0,0,Hike,07:45:38 GMT+05:30,07:45:38.256,07:45:37.668,07:45:37.685,43 P 786311 1425223,21.75,13.51,80
12.87900,77.63814,910,0.77,2023-11-26T02:15:39.000Z,gps,12.87905,77.63827,824,1.90,6.27,68.46,gps [GPS],00:00:01,3.0,0.0,,,,false,31 / 59,1365,7943.1,2,0.94,0.81,0.48,0.0,0,Hike,07:45:39 GMT+05:30,07:45:39.261,07:45:38.673,07:45:38.697,43 P 786313 1425224,22.56,14.02,80
12.87902,77.63819,909,0.68,2023-11-26T02:15:41.000Z,gps,12.87910,77.63839,823,2.00,6.84,69.11,gps [GPS],00:00:02,5.8,0.0,,,,false,31 / 59,1367,7948.8,2,0.94,0.81,0.48,0.0,0,Hike,07:45:41 GMT+05:30,07:45:41.243,07:45:40.655,07:45:40.675,43 P 786319 1425226,24.63,15.30,80
12.87912,77.63844,908,1.85,2023-11-26T02:15:42.000Z,gps,12.87913,77.63845,822,1.90,7.23,68.54,gps [GPS],00:00:01,28.6,0.0,,,,false,29 / 59,1368,7977.4,2,1.01,0.88,0.51,0.0,0,Hike,07:45:42 GMT+05:30,07:45:42.253,07:45:41.665,07:45:41.681,43 P 786345 1425238,26.03,16.17,80
12.87914,77.63850,908,1.19,2023-11-26T02:15:44.000Z,gps,12.87916,77.63858,822,2.20,6.93,69.14,gps [GPS],00:00:02,7.3,0.0,,,,false,28 / 59,1370,7984.7,2,0.85,0.67,0.52,0.0,0,Hike,07:45:44 GMT+05:30,07:45:44.184,07:45:43.596,07:45:43.608,43 P 786352 1425240,24.94,15.49,80
12.87915,77.63853,908,1.04,2023-11-26T02:15:45.000Z,gps,12.87919,77.63864,823,2.10,6.84,70.25,gps [GPS],00:00:01,3.9,0.0,,,,false,28 / 59,1371,7988.5,2,1.05,0.91,0.52,0.0,0,Hike,07:45:45 GMT+05:30,07:45:45.224,07:45:44.636,07:45:44.653,43 P 786355 1425241,24.62,15.30,80
12.87917,77.63860,907,0.85,2023-11-26T02:15:47.000Z,gps,12.87924,77.63876,822,2.20,7.04,66.66,gps [GPS],00:00:02,7.4,0.0,,,,false,24 / 59,1373,7995.9,2,1.29,1.12,0.64,0.0,0,Hike,07:45:47 GMT+05:30,07:45:47.213,07:45:46.625,07:45:46.637,43 P 786362 1425244,25.34,15.74,80
12.87920,77.63866,905,0.74,2023-11-26T02:15:49.000Z,gps,12.87929,77.63890,820,2.20,8.17,68.7,gps [GPS],00:00:02,7.5,0.0,,,,false,26 / 59,1375,8003.5,2,0.92,0.72,0.58,0.0,0,Hike,07:45:49 GMT+05:30,07:45:49.202,07:45:48.614,07:45:48.625,43 P 786369 1425247,29.43,18.28,80
12.87931,77.63895,904,1.94,2023-11-26T02:15:50.000Z,gps,12.87932,77.63897,819,2.00,8.62,69.67,gps [GPS],00:00:01,33.9,0.0,,,,false,26 / 59,1376,8037.4,2,1.19,1.04,0.59,0.0,0,Hike,07:45:50 GMT+05:30,07:45:50.222,07:45:49.634,07:45:49.647,43 P 786401 1425260,31.03,19.28,80
12.87935,77.63904,903,1.18,2023-11-26T02:15:52.000Z,gps,12.87938,77.63914,817,2.10,9.86,69.94,gps [GPS],00:00:02,10.4,0.0,,,,false,28 / 59,1378,8047.8,2,1.11,0.97,0.54,0.0,0,Hike,07:45:52 GMT+05:30,07:45:52.230,07:45:51.642,07:45:51.662,43 P 786410 1425264,35.50,22.06,80
12.87936,77.63908,902,1.05,2023-11-26T02:15:53.000Z,gps,12.87941,77.63923,816,2.30,10.12,70.8,gps [GPS],00:00:01,4.4,0.0,,,,false,28 / 59,1379,8052.2,2,0.88,0.70,0.53,0.0,0,Hike,07:45:53 GMT+05:30,07:45:53.241,07:45:52.653,07:45:52.677,43 P 786415 1425265,36.44,22.64,80
12.87939,77.63917,901,0.86,2023-11-26T02:15:55.000Z,gps,12.87947,77.63941,816,2.10,10.23,69.74,gps [GPS],00:00:02,10.9,0.0,,,,false,28 / 59,1381,8063.1,2,1.11,0.97,0.54,0.0,0,Hike,07:45:55 GMT+05:30,07:45:55.250,07:45:54.662,07:45:54.681,43 P 786425 1425269,36.83,22.89,80
12.87942,77.63926,901,0.75,2023-11-26T02:15:57.000Z,gps,12.87955,77.63960,815,2.20,10.32,70.38,gps [GPS],00:00:02,9.9,0.0,,,,false,26 / 59,1383,8072.9,2,1.15,1.01,0.55,0.0,0,Hike,07:45:57 GMT+05:30,07:45:57.220,07:45:56.632,07:45:56.647,43 P 786434 1425272,37.14,23.08,80
12.87959,77.63972,900,1.46,2023-11-26T02:15:59.000Z,gps,12.87961,77.63978,814,2.10,10.31,73.17,gps [GPS],00:00:02,52.8,0.0,,,,false,27 / 59,1385,8125.8,2,0.88,0.70,0.54,0.0,0,Hike,07:45:59 GMT+05:30,07:45:59.255,07:45:58.667,07:45:58.683,43 P 786483 1425292,37.11,23.06,80
12.87961,77.63976,900,1.18,2023-11-26T02:16:00.000Z,gps,12.87964,77.63985,814,2.00,8.98,68.97,gps [GPS],00:00:01,5.6,0.0,,,,false,28 / 59,1386,8131.3,2,1.07,0.93,0.52,0.0,0,Hike,07:46:00 GMT+05:30,07:46:00.285,07:45:59.697,07:45:59.715,43 P 786488 1425294,32.33,20.09,80
12.87964,77.63984,899,0.91,2023-11-26T02:16:02.000Z,gps,12.87969,77.63998,813,2.10,5.93,70.7,gps [GPS],00:00:02,8.6,0.0,,,,false,27 / 59,1388,8139.9,2,0.88,0.69,0.55,0.0,0,Hike,07:46:02 GMT+05:30,07:46:02.246,07:46:01.658,07:46:01.673,43 P 786496 1425297,21.36,13.27,80
12.87966,77.63989,898,0.78,2023-11-26T02:16:04.000Z,gps,12.87972,77.64006,813,2.10,4.91,71.82,gps [GPS],00:00:02,6.3,0.0,,,,false,26 / 59,1390,8146.3,2,1.17,1.02,0.57,0.0,0,Hike,07:46:04 GMT+05:30,07:46:04.243,07:46:03.655,07:46:03.674,43 P 786502 1425299,17.66,10.98,80
12.87968,77.63995,922,8.06,2023-11-27T02:16:04.839Z,fused,12.87977,77.64029,836,25.88,9.59,70.267136,fused [Fusion],00:00:00,6.9,0.0,,,,false,27 / 59,1391,8153.2,2,1.10,0.96,0.55,0.0,0,Hike,07:46:04 GMT+05:30,07:46:05.726,07:46:05.138,07:46:05.158,43 P 786509 1425301,34.51,21.44,80
12.87975,77.64017,899,1.46,2023-11-26T02:16:07.000Z,gps,12.87977,77.64021,813,2.10,7.26,71.08,gps [GPS],-23:-1439:-86397,24.9,0.0,,,,false,28 / 59,1393,8178.1,2,0.86,0.68,0.52,0.0,0,Hike,07:46:07 GMT+05:30,07:46:07.249,07:46:06.661,07:46:06.683,43 P 786532 1425310,26.14,16.24,80
12.87976,77.64020,899,1.22,2023-11-26T02:16:08.000Z,gps,12.87979,77.64028,814,2.20,7.61,71.31,gps [GPS],00:00:01,3.7,0.0,,,,false,28 / 59,1394,8181.8,2,1.07,0.93,0.52,0.0,0,Hike,07:46:08 GMT+05:30,07:46:08.268,07:46:07.680,07:46:07.702,43 P 786536 1425311,27.38,17.01,80
12.87979,77.64027,901,0.96,2023-11-26T02:16:10.000Z,gps,12.87984,77.64040,815,2.20,6.47,68.93,gps [GPS],00:00:02,7.6,0.0,,,,false,27 / 59,1396,8189.4,2,1.09,0.95,0.54,0.0,0,Hike,07:46:10 GMT+05:30,07:46:10.229,07:46:09.641,07:46:09.662,43 P 786543 1425314,23.31,14.48,80
12.87980,77.64030,902,0.88,2023-11-26T02:16:11.000Z,gps,12.87986,77.64046,816,2.20,6.33,67.34,gps [GPS],00:00:01,3.6,0.0,,,,false,27 / 59,1397,8193.0,2,0.87,0.68,0.53,0.0,0,Hike,07:46:11 GMT+05:30,07:46:11.231,07:46:10.643,07:46:10.668,43 P 786546 1425315,22.80,14.16,80
12.87982,77.64036,902,0.76,2023-11-26T02:16:13.000Z,gps,12.87990,77.64058,816,2.20,6.55,71.41,gps [GPS],00:00:02,7.3,0.0,,,,false,29 / 59,1399,8200.3,2,1.05,0.92,0.51,0.0,0,Hike,07:46:13 GMT+05:30,07:46:13.197,07:46:12.609,07:46:12.622,43 P 786553 1425318,23.57,14.65,80
12.87991,77.64062,902,2.04,2023-11-26T02:16:14.000Z,gps,12.87991,77.64064,817,2.10,7.06,73.87,gps [GPS],00:00:01,29.6,0.0,,,,false,29 / 59,1400,8229.9,2,1.05,0.92,0.51,0.0,0,Hike,07:46:14 GMT+05:30,07:46:14.203,07:46:13.615,07:46:13.628,43 P 786581 1425328,25.42,15.80,80
12.87992,77.64066,903,1.46,2023-11-26T02:16:15.000Z,gps,12.87993,77.64070,817,2.10,7.49,70.19,gps [GPS],00:00:01,4.3,0.0,,,,false,30 / 59,1401,8234.2,2,0.81,0.65,0.49,0.0,0,Hike,07:46:15 GMT+05:30,07:46:15.212,07:46:14.624,07:46:14.635,43 P 786585 1425329,26.97,16.76,80
12.87993,77.64069,903,1.22,2023-11-26T02:16:16.000Z,gps,12.87995,77.64077,817,2.20,7.89,72.26,gps [GPS],00:00:01,3.8,0.0,,,,false,30 / 59,1402,8238.1,2,0.98,0.84,0.49,0.0,0,Hike,07:46:16 GMT+05:30,07:46:16.228,07:46:15.640,07:46:15.652,43 P 786589 1425330,28.41,17.65,80
12.87994,77.64073,903,1.07,2023-11-26T02:16:17.000Z,gps,12.87997,77.64085,817,2.20,7.58,75.66,gps [GPS],00:00:01,4.1,0.0,,,,false,31 / 59,1403,8242.1,2,0.94,0.81,0.49,0.0,0,Hike,07:46:17 GMT+05:30,07:46:17.232,07:46:16.644,07:46:16.656,43 P 786593 1425331,27.30,16.96,80
12.87995,77.64076,902,0.97,2023-11-26T02:16:18.000Z,gps,12.87999,77.64093,817,2.30,8.49,74.01,gps [GPS],00:00:01,3.9,0.0,,,,false,31 / 59,1404,8246.1,2,0.79,0.63,0.48,0.0,0,Hike,07:46:18 GMT+05:30,07:46:18.241,07:46:17.653,07:46:17.666,43 P 786597 1425332,30.57,19.00,80
12.87996,77.64080,902,0.89,2023-11-26T02:16:19.000Z,gps,12.88002,77.64101,817,2.30,8.87,69.31,gps [GPS],00:00:01,4.2,0.0,,,,false,30 / 59,1405,8250.3,2,0.81,0.64,0.50,0.0,0,Hike,07:46:19 GMT+05:30,07:46:19.258,07:46:18.669,07:46:18.683,43 P 786601 1425333,31.93,19.84,80
12.87998,77.64087,902,0.79,2023-11-26T02:16:21.000Z,gps,12.88008,77.64117,816,2.40,7.93,73.79,gps [GPS],00:00:02,8.4,0.0,,,,false,26 / 59,1407,8258.6,2,0.89,0.70,0.54,0.0,0,Hike,07:46:21 GMT+05:30,07:46:21.226,07:46:20.638,07:46:20.662,43 P 786609 1425336,28.55,17.74,80
12.88010,77.64124,902,1.59,2023-11-26T02:16:23.000Z,gps,12.88010,77.64128,816,2.30,5.70,81.98,gps [GPS],00:00:02,41.4,0.0,,,,false,25 / 59,1409,8300.0,2,0.89,0.70,0.55,0.0,0,Hike,07:46:23 GMT+05:30,07:46:23.248,07:46:22.660,07:46:22.681,43 P 786648 1425349,20.52,12.75,80
12.88010,77.64127,902,1.17,2023-11-26T02:16:25.000Z,gps,12.88011,77.64133,817,2.40,4.20,72.53,gps [GPS],00:00:02,4.1,0.0,,,,false,23 / 59,1411,8304.1,2,1.32,1.15,0.64,0.0,0,Hike,07:46:25 GMT+05:30,07:46:25.257,07:46:24.669,07:46:24.683,43 P 786652 1425350,15.10,9.39,80
12.88011,77.64131,902,0.94,2023-11-26T02:16:27.000Z,gps,12.88014,77.64139,816,2.20,5.46,72.68,gps [GPS],00:00:02,3.9,0.0,,,,false,22 / 59,1413,8308.0,2,1.33,1.15,0.67,0.0,0,Hike,07:46:27 GMT+05:30,07:46:27.190,07:46:26.602,07:46:26.613,43 P 786656 1425351,19.66,12.22,80
12.88012,77.64133,902,0.87,2023-11-26T02:16:28.000Z,gps,12.88015,77.64143,816,2.20,5.34,69.45,gps [GPS],00:00:01,2.2,0.0,,,,false,23 / 59,1414,8310.2,2,1.35,1.19,0.63,0.0,0,Hike,07:46:28 GMT+05:30,07:46:28.219,07:46:27.631,07:46:27.645,43 P 786658 1425352,19.21,11.94,80
12.88013,77.64135,902,0.81,2023-11-26T02:16:29.000Z,gps,12.88018,77.64147,817,2.20,5.33,69.59,gps [GPS],00:00:01,2.3,0.0,,,,false,24 / 59,1415,8312.5,2,0.95,0.74,0.60,0.0,0,Hike,07:46:29 GMT+05:30,07:46:29.228,07:46:28.640,07:46:28.661,43 P 786660 1425353,19.18,11.92,80
12.88019,77.64151,902,2.03,2023-11-26T02:16:30.000Z,gps,12.88020,77.64152,816,2.10,5.76,69.05,gps [GPS],00:00:01,18.6,0.0,,,,false,25 / 59,1416,8331.1,2,1.25,1.10,0.59,0.0,0,Hike,07:46:30 GMT+05:30,07:46:30.247,07:46:29.659,07:46:29.675,43 P 786677 1425360,20.75,12.89,80
12.88020,77.64153,902,1.49,2023-11-26T02:16:31.000Z,gps,12.88022,77.64156,817,2.20,5.99,69.66,gps [GPS],00:00:01,3.2,0.0,,,,false,26 / 59,1417,8334.3,2,1.19,1.05,0.56,0.0,0,Hike,07:46:31 GMT+05:30,07:46:31.258,07:46:30.670,07:46:30.691,43 P 786680 1425361,21.57,13.41,80
12.88022,77.64158,901,1.05,2023-11-26T02:16:33.000Z,gps,12.88025,77.64166,816,2.10,4.60,77.37,gps [GPS],00:00:02,6.1,0.0,,,,false,31 / 59,1419,8340.3,2,0.95,0.81,0.49,0.0,0,Hike,07:46:33 GMT+05:30,07:46:33.240,07:46:32.651,07:46:32.675,43 P 786685 1425364,16.56,10.29,80
12.88023,77.64161,901,0.93,2023-11-26T02:16:34.000Z,gps,12.88026,77.64169,815,2.00,3.66,69.52,gps [GPS],00:00:01,2.5,0.0,,,,false,32 / 59,1420,8342.8,2,0.92,0.79,0.48,0.0,0,Hike,07:46:34 GMT+05:30,07:46:34.248,07:46:33.660,07:46:33.687,43 P 786688 1425365,13.18,8.19,80
12.88025,77.64165,900,0.76,2023-11-26T02:16:36.000Z,gps,12.88028,77.64176,814,1.80,4.88,69.99,gps [GPS],00:00:02,5.0,0.0,,,,false,34 / 59,1422,8347.9,2,0.74,0.59,0.45,0.0,0,Hike,07:46:36 GMT+05:30,07:46:36.217,07:46:35.629,07:46:35.644,43 P 786693 1425366,17.56,10.91,80
12.88026,77.64166,924,8.47,2023-11-27T02:16:37.216Z,fused,12.88035,77.64153,838,33.53,5.36,46.295315,fused [Fusion],00:00:01,2.2,0.0,,,,false,33 / 59,1424,8350.1,2,0.89,0.76,0.46,0.0,0,Hike,07:46:37 GMT+05:30,07:46:38.194,07:46:37.605,07:46:37.618,43 P 786694 1425368,19.28,11.98,80
12.88033,77.64186,899,1.32,2023-11-26T02:16:39.000Z,gps,12.88034,77.64190,814,2.00,5.78,70.69,gps [GPS],-23:-1439:-86398,22.8,0.0,,,,false,33 / 59,1425,8372.9,2,0.89,0.76,0.46,0.0,0,Hike,07:46:39 GMT+05:30,07:46:39.201,07:46:38.613,07:46:38.627,43 P 786716 1425375,20.81,12.93,80
12.88033,77.64189,900,1.13,2023-11-26T02:16:40.000Z,gps,12.88035,77.64195,815,2.20,6.07,71.54,gps [GPS],00:00:01,2.6,0.0,,,,false,33 / 59,1426,8375.5,2,0.89,0.76,0.46,0.0,0,Hike,07:46:40 GMT+05:30,07:46:40.203,07:46:39.618,07:46:39.629,43 P 786718 1425376,21.86,13.58,80
12.88034,77.64191,901,1.01,2023-11-26T02:16:41.000Z,gps,12.88037,77.64201,815,2.20,6.31,71.34,gps [GPS],00:00:01,2.9,0.0,,,,false,33 / 59,1427,8378.4,2,0.89,0.76,0.46,0.0,0,Hike,07:46:41 GMT+05:30,07:46:41.219,07:46:40.630,07:46:40.646,43 P 786721 1425377,22.73,14.12,80
12.88035,77.64194,901,0.91,2023-11-26T02:16:42.000Z,gps,12.88038,77.64207,816,2.10,6.00,71.96,gps [GPS],00:00:01,3.3,0.0,,,,false,33 / 59,1428,8381.7,2,0.89,0.76,0.46,0.0,0,Hike,07:46:42 GMT+05:30,07:46:42.226,07:46:41.638,07:46:41.656,43 P 786724 1425378,21.61,13.43,80
12.88036,77.64197,902,0.82,2023-11-26T02:16:43.000Z,gps,12.88040,77.64212,816,1.90,5.66,81.45,gps [GPS],00:00:01,3.8,0.0,,,,false,33 / 59,1429,8385.5,2,0.89,0.76,0.46,0.0,0,Hike,07:46:43 GMT+05:30,07:46:43.250,07:46:42.661,07:46:42.680,43 P 786728 1425379,20.38,12.67,80
12.88037,77.64203,902,0.70,2023-11-26T02:16:45.000Z,gps,12.88039,77.64222,816,1.90,5.32,111.38,gps [GPS],00:00:02,6.4,0.0,,,,false,34 / 59,1431,8391.9,2,0.86,0.72,0.45,0.0,0,Hike,07:46:45 GMT+05:30,07:46:45.250,07:46:44.661,07:46:44.679,43 P 786734 1425380,19.17,11.91,80
12.88035,77.64228,902,1.36,2023-11-26T02:16:47.000Z,gps,12.88033,77.64231,817,1.90,6.45,141.51,gps [GPS],00:00:02,27.3,0.0,,,,false,35 / 59,1433,8419.2,2,0.83,0.70,0.44,0.0,0,Hike,07:46:47 GMT+05:30,07:46:47.245,07:46:46.657,07:46:46.680,43 P 786761 1425378,23.21,14.42,80
12.88032,77.64230,903,1.14,2023-11-26T02:16:48.000Z,gps,12.88027,77.64234,817,2.10,6.83,150.98,gps [GPS],00:00:01,3.1,0.0,,,,false,36 / 59,1434,8422.3,2,0.81,0.68,0.44,0.0,0,Hike,07:46:48 GMT+05:30,07:46:48.251,07:46:47.663,07:46:47.679,43 P 786763 1425376,24.60,15.28,80
12.88026,77.64233,903,0.88,2023-11-26T02:16:50.000Z,gps,12.88014,77.64239,817,1.90,7.76,162.05,gps [GPS],00:00:02,7.6,0.0,,,,false,30 / 59,1436,8430.0,2,0.97,0.84,0.49,0.0,0,Hike,07:46:50 GMT+05:30,07:46:50.206,07:46:49.617,07:46:49.634,43 P 786767 1425369,27.92,17.35,80
12.88023,77.64235,902,0.79,2023-11-26T02:16:51.000Z,gps,12.88007,77.64241,816,1.80,8.34,162.89,gps [GPS],00:00:01,4.4,0.0,,,,false,31 / 59,1437,8434.3,2,0.98,0.85,0.50,0.0,0,Hike,07:46:51 GMT+05:30,07:46:51.248,07:46:50.660,07:46:50.677,43 P 786768 1425365,30.01,18.65,80
12.88016,77.64237,901,0.68,2023-11-26T02:16:53.000Z,gps,12.87992,77.64246,815,2.10,8.59,156.89,gps [GPS],00:00:02,7.7,0.0,,,,false,30 / 59,1439,8442.0,2,0.99,0.85,0.51,0.0,0,Hike,07:46:53 GMT+05:30,07:46:53.288,07:46:52.700,07:46:52.718,43 P 786771 1425358,30.92,19.21,80
12.87984,77.64251,900,1.56,2023-11-26T02:16:55.000Z,gps,12.87979,77.64253,815,2.30,8.40,143.78,gps [GPS],00:00:02,38.8,0.0,,,,false,30 / 59,1441,8480.8,2,0.99,0.85,0.51,0.0,0,Hike,07:46:55 GMT+05:30,07:46:55.240,07:46:54.651,07:46:54.669,43 P 786786 1425322,30.24,18.79,80
12.87981,77.64253,900,1.29,2023-11-26T02:16:56.000Z,gps,12.87974,77.64259,815,2.30,8.05,131.68,gps [GPS],00:00:01,4.6,0.0,,,,false,30 / 59,1442,8485.4,2,0.99,0.85,0.51,0.0,0,Hike,07:46:56 GMT+05:30,07:46:56.266,07:46:55.678,07:46:55.698,43 P 786789 1425319,28.99,18.01,80
12.87975,77.64261,901,0.98,2023-11-26T02:16:58.000Z,gps,12.87965,77.64275,816,2.20,8.89,120.8,gps [GPS],00:00:02,10.0,0.0,,,,false,33 / 59,1444,8495.4,2,0.78,0.62,0.48,0.0,0,Hike,07:46:58 GMT+05:30,07:46:58.233,07:46:57.644,07:46:57.661,43 P 786797 1425312,32.01,19.89,80
12.87973,77.64264,902,0.90,2023-11-26T02:16:59.000Z,gps,12.87961,77.64283,816,2.20,9.11,120.5,gps [GPS],00:00:01,4.9,0.0,,,,false,32 / 59,1445,8500.2,2,0.92,0.78,0.49,0.0,0,Hike,07:46:59 GMT+05:30,07:46:59.269,07:46:58.681,07:46:58.699,43 P 786801 1425310,32.79,20.38,80
12.87968,77.64271,902,0.78,2023-11-26T02:17:01.000Z,gps,12.87952,77.64298,817,2.30,9.58,118.15,gps [GPS],00:00:02,9.2,0.0,,,,false,30 / 59,1447,8509.5,2,0.98,0.83,0.52,0.0,0,Hike,07:47:01 GMT+05:30,07:47:01.184,07:47:00.596,07:47:00.611,43 P 786809 1425305,34.49,21.43,80
12.87966,77.64276,903,0.73,2023-11-26T02:17:02.000Z,gps,12.87948,77.64306,818,2.10,9.54,115.94,gps [GPS],00:00:01,5.2,0.0,,,,false,30 / 59,1448,8514.7,2,0.98,0.83,0.52,0.0,0,Hike,07:47:02 GMT+05:30,07:47:02.238,07:47:01.650,07:47:01.669,43 P 786813 1425302,34.35,21.35,80
12.87945,77.64315,905,1.62,2023-11-26T02:17:04.000Z,gps,12.87943,77.64321,820,2.40,9.47,116.29,gps [GPS],00:00:02,48.9,0.0,,,,false,31 / 59,1450,8563.6,2,0.95,0.80,0.52,0.0,0,Hike,07:47:04 GMT+05:30,07:47:04.210,07:47:03.621,07:47:03.635,43 P 786857 1425280,34.08,21.18,80
12.87940,77.64324,906,1.16,2023-11-26T02:17:06.000Z,gps,12.87934,77.64336,821,2.20,9.67,116.99,gps [GPS],00:00:02,10.5,0.0,,,,false,31 / 59,1452,8574.1,2,0.95,0.80,0.52,0.0,0,Hike,07:47:06 GMT+05:30,07:47:06.217,07:47:05.628,07:47:05.646,43 P 786866 1425275,34.80,21.63,80
