Lat,Lng,Alt,Acc,Time,Prv,OrgLat,OrgLng,OrgAlt,OrgAcc,Speed,Bearing,AdvPrv,Dly,Dst,AltOfst,Pressure,PressureRef,RefAge,FromBT,Sats,Secs,AccDst,Quality,PDOP,VDOP,HDOP,DGPSAge,DGPSStat,Category,TimeWithTZ,TimeWithMS,DeviceTime,WriteTime,UTM,SpeedKPH,SpeedMPH,Battery
12.85706,77.59008,947,3.10,2023-11-26T01:52:54.000Z,gps,12.85706,77.59008,861,3.10,0.72,295.1,gps [GPS],00:00:00,0.0,0.0,,,,false,21 / 59,0,0.0,1,0.91,0.68,0.61,-,-,Hike,07:22:54 GMT+05:30,07:22:54.155,07:22:53.567,07:22:53.587,43 P 781118 1422743,2.60,1.61,82
12.85704,77.59009,939,2.21,2023-11-26T01:52:56.000Z,gps,12.85704,77.59010,853,2.70,0.59,321.96,gps [GPS],00:00:02,2.4,0.0,,,,false,22 / 59,2,2.4,1,0.92,0.69,0.62,-,-,Hike,07:22:56 GMT+05:30,07:22:56.151,07:22:55.562,07:22:55.571,43 P 781120 1422741,2.13,1.32,82
12.85704,77.59010,936,2.19,2023-11-26T01:52:57.000Z,gps,12.85704,77.59010,850,2.70,0.00,321.96,gps [GPS],00:00:01,0.9,0.0,,,,false,23 / 59,3,3.3,1,0.91,0.69,0.59,-,-,Hike,07:22:57 GMT+05:30,07:22:57.259,07:22:56.671,07:22:56.690,43 P 781120 1422740,0.00,0.00,82
12.85704,77.59011,934,2.07,2023-11-26T01:52:59.000Z,gps,12.85704,77.59012,849,2.50,0.42,34.74,gps [GPS],00:00:02,1.6,0.0,,,,false,23 / 59,5,4.9,1,0.89,0.68,0.58,-,-,Hike,07:22:59 GMT+05:30,07:22:59.145,07:22:58.557,07:22:58.569,43 P 781122 1422740,1.51,0.94,82
12.85704,77.59012,934,2.06,2023-11-26T01:53:00.000Z,gps,12.85704,77.59012,848,2.50,0.46,35.06,gps [GPS],00:00:01,0.6,0.0,,,,false,21 / 59,6,5.5,1,0.91,0.68,0.61,-,-,Hike,07:23:00 GMT+05:30,07:23:00.177,07:22:59.589,07:22:59.598,43 P 781122 1422740,1.66,1.03,82
12.85704,77.59012,933,2.06,2023-11-26T01:53:01.000Z,gps,12.85704,77.59013,848,2.50,0.00,35.06,gps [GPS],00:00:01,0.4,0.0,,,,false,22 / 59,7,5.9,1,0.91,0.68,0.60,-,-,Hike,07:23:01 GMT+05:30,07:23:01.185,07:23:00.597,07:23:00.608,43 P 781123 1422740,0.00,0.00,82
12.85703,77.59013,933,2.54,2023-11-26T01:53:02.000Z,gps,12.85704,77.59013,847,2.60,0.00,35.06,gps [GPS],00:00:01,0.7,0.0,,,,false,23 / 59,8,6.6,1,0.89,0.68,0.58,-,-,Hike,07:23:02 GMT+05:30,07:23:02.205,07:23:01.617,07:23:01.655,43 P 781123 1422740,0.00,0.00,82
12.85704,77.59014,931,1.49,2023-11-26T01:53:04.000Z,gps,12.85704,77.59015,845,2.60,0.49,47.44,gps [GPS],00:00:02,1.1,0.0,,,,false,20 / 59,10,7.7,1,0.97,0.72,0.64,-,-,Hike,07:23:04 GMT+05:30,07:23:04.169,07:23:03.581,07:23:03.599,43 P 781124 1422740,1.75,1.09,82
12.85704,77.59014,931,1.29,2023-11-26T01:53:05.000Z,gps,12.85704,77.59014,845,2.60,0.00,47.44,gps [GPS],00:00:01,0.2,0.0,,,,false,20 / 59,11,7.9,1,0.97,0.72,0.64,-,-,Hike,07:23:05 GMT+05:30,07:23:05.170,07:23:04.582,07:23:04.600,43 P 781125 1422740,0.00,0.00,82
12.85703,77.59014,936,6.13,2023-11-27T01:53:06.070Z,fused,12.85699,77.59013,850,12.53,0.06,0.0,fused [Fusion],00:00:01,1.3,0.0,,,,false,20 / 59,12,9.2,1,0.95,0.71,0.64,-,-,Hike,07:23:06 GMT+05:30,07:23:06.913,07:23:06.325,07:23:06.348,43 P 781124 1422739,0.22,0.14,82
12.85703,77.59013,929,1.79,2023-11-26T01:53:08.000Z,gps,12.85704,77.59013,843,2.70,0.65,252.28,gps [GPS],-23:-1439:-86398,0.9,0.0,,,,false,20 / 59,14,10.1,1,0.95,0.71,0.63,-,-,Hike,07:23:08 GMT+05:30,07:23:08.174,07:23:07.586,07:23:07.596,43 P 781124 1422740,2.35,1.46,82
12.85703,77.59013,928,1.32,2023-11-26T01:53:10.000Z,gps,12.85703,77.59013,842,2.70,0.63,260.03,gps [GPS],00:00:02,0.1,0.0,,,,false,18 / 59,16,10.2,1,1.01,0.73,0.69,-,-,Hike,07:23:10 GMT+05:30,07:23:10.203,07:23:09.614,07:23:09.637,43 P 781124 1422740,2.28,1.42,82
12.85703,77.59013,936,6.25,2023-11-27T01:53:11.114Z,fused,12.85700,77.59013,850,15.33,0.20,27.62987,fused [Fusion],00:00:01,0.5,0.0,,,,false,17 / 59,17,10.7,1,1.02,0.74,0.71,-,-,Hike,07:23:11 GMT+05:30,07:23:11.867,07:23:11.279,07:23:11.288,43 P 781124 1422739,0.71,0.44,82
12.85703,77.59013,928,1.86,2023-11-26T01:53:13.000Z,gps,12.85702,77.59012,843,2.70,0.00,260.03,gps [GPS],-23:-1439:-86398,0.7,0.0,,,,false,17 / 59,19,11.4,1,1.01,0.76,0.66,-,-,Hike,07:23:13 GMT+05:30,07:23:13.165,07:23:12.577,07:23:12.588,43 P 781123 1422739,0.00,0.00,82
12.85701,77.59013,928,1.32,2023-11-26T01:53:15.000Z,gps,12.85700,77.59012,843,2.60,0.73,199.55,gps [GPS],00:00:02,1.2,0.0,,,,false,19 / 59,21,12.6,1,0.96,0.74,0.61,-,-,Hike,07:23:15 GMT+05:30,07:23:15.172,07:23:14.584,07:23:14.595,43 P 781123 1422738,2.64,1.64,82
12.85701,77.59013,936,6.10,2023-11-27T01:53:16.263Z,fused,12.85700,77.59013,850,12.97,0.03,0.0,fused [Fusion],00:00:01,0.9,0.0,,,,false,17 / 59,23,13.5,1,1.01,0.75,0.68,-,-,Hike,07:23:16 GMT+05:30,07:23:17.032,07:23:16.443,07:23:16.466,43 P 781123 1422737,0.12,0.07,82
12.85699,77.59013,928,1.76,2023-11-26T01:53:18.000Z,gps,12.85699,77.59013,842,2.60,0.00,199.55,gps [GPS],-23:-1439:-86398,1.7,0.0,,,,false,17 / 59,24,15.2,1,1.00,0.75,0.66,-,-,Hike,07:23:18 GMT+05:30,07:23:18.196,07:23:17.608,07:23:17.625,43 P 781123 1422735,0.00,0.00,82
12.85699,77.59013,928,1.46,2023-11-26T01:53:19.000Z,gps,12.85699,77.59014,842,2.60,0.00,199.55,gps [GPS],00:00:01,0.3,0.0,,,,false,17 / 59,25,15.5,1,1.00,0.75,0.66,-,-,Hike,07:23:19 GMT+05:30,07:23:19.261,07:23:18.673,07:23:18.690,43 P 781124 1422735,0.00,0.00,82
12.85699,77.59013,928,1.17,2023-11-26T01:53:21.000Z,gps,12.85698,77.59013,842,2.80,0.00,199.55,gps [GPS],00:00:02,0.4,0.0,,,,false,17 / 59,27,15.9,1,1.00,0.75,0.66,-,-,Hike,07:23:21 GMT+05:30,07:23:21.164,07:23:20.575,07:23:20.588,43 P 781124 1422735,0.00,0.00,82
12.85698,77.59012,928,2.62,2023-11-26T01:53:22.000Z,gps,12.85698,77.59012,842,2.90,0.00,199.55,gps [GPS],00:00:01,1.7,0.0,,,,false,17 / 59,28,17.6,1,1.00,0.75,0.66,-,-,Hike,07:23:22 GMT+05:30,07:23:22.172,07:23:21.584,07:23:21.597,43 P 781122 1422734,0.00,0.00,82
12.85698,77.59011,927,1.98,2023-11-26T01:53:23.000Z,gps,12.85699,77.59011,842,3.00,0.00,199.55,gps [GPS],00:00:01,0.5,0.0,,,,false,13 / 59,29,18.0,1,1.11,0.79,0.77,-,-,Hike,07:23:23 GMT+05:30,07:23:23.175,07:23:22.587,07:23:22.597,43 P 781122 1422734,0.00,0.00,82
12.85698,77.59011,927,1.49,2023-11-26T01:53:25.000Z,gps,12.85698,77.59011,841,3.30,0.00,199.55,gps [GPS],00:00:02,0.3,0.0,,,,false,8 / 59,31,18.4,1,1.54,0.89,1.26,-,-,Hike,07:23:25 GMT+05:30,07:23:25.287,07:23:24.699,07:23:24.710,43 P 781122 1422734,0.00,0.00,82
12.85697,77.59011,927,1.30,2023-11-26T01:53:27.000Z,gps,12.85695,77.59009,841,3.90,0.00,199.55,gps [GPS],00:00:02,0.8,0.0,,,,false,4 / 58,33,19.2,1,6.60,0.98,6.53,-,-,Hike,07:23:27 GMT+05:30,07:23:27.150,07:23:26.562,07:23:26.578,43 P 781121 1422733,0.00,0.00,82
12.85695,77.59009,927,3.56,2023-11-26T01:53:28.000Z,gps,12.85693,77.59008,841,4.30,0.00,199.55,gps [GPS],00:00:01,3.8,0.0,,,,false,4 / 58,34,23.0,1,6.59,0.98,6.52,-,-,Hike,07:23:28 GMT+05:30,07:23:28.182,07:23:27.593,07:23:27.608,43 P 781119 1422730,0.00,0.00,82
12.85696,77.59010,936,6.87,2023-11-27T01:53:31.231Z,fused,12.85702,77.59015,850,17.34,0.55,32.57746,fused [Fusion],00:00:03,1.7,0.0,,,,false,0 / 58,38,24.7,6,99.99,99.99,99.99,-,-,Hike,07:23:31 GMT+05:30,07:23:32.244,07:23:31.663,07:23:31.713,43 P 781120 1422731,1.98,1.23,82
12.85696,77.59010,927,6.81,2023-11-26T01:53:33.000Z,gps,12.85687,77.59003,841,48.50,0.00,199.55,gps [GPS],-23:-1439:-86398,0.2,0.0,,,,false,3 / 58,39,24.9,1,4.80,1.00,4.70,-,-,Hike,07:23:33 GMT+05:30,07:23:33.263,07:23:32.675,07:23:32.765,43 P 781120 1422731,0.00,0.00,82
12.85696,77.59010,927,6.71,2023-11-26T01:53:36.000Z,gps,12.85698,77.59014,841,58.90,0.00,199.55,gps [GPS],00:00:03,0.1,0.0,,,,false,3 / 59,42,25.0,1,4.81,1.00,4.70,-,-,Hike,07:23:36 GMT+05:30,07:23:36.275,07:23:35.687,07:23:35.744,43 P 781120 1422731,0.00,0.00,82
12.85698,77.59012,936,7.37,2023-11-27T01:53:36.491Z,fused,12.85704,77.59016,850,14.76,0.47,38.462322,fused [Fusion],00:00:00,3.8,0.0,,,,false,4 / 59,43,28.8,1,3.13,0.99,2.97,-,-,Hike,07:23:36 GMT+05:30,07:23:37.885,07:23:37.296,07:23:37.397,43 P 781123 1422734,1.68,1.05,82
12.85693,77.59014,927,4.21,2023-11-26T01:53:39.000Z,gps,12.85689,77.59015,841,7.20,0.00,199.55,gps [GPS],-23:-1439:-86397,5.3,0.0,,,,false,5 / 59,45,34.1,1,3.12,0.97,2.97,-,-,Hike,07:23:39 GMT+05:30,07:23:39.201,07:23:38.612,07:23:38.731,43 P 781124 1422729,0.00,0.00,82
12.85693,77.59016,927,3.20,2023-11-26T01:53:41.000Z,gps,12.85695,77.59021,842,6.80,0.00,199.55,gps [GPS],00:00:02,3.1,0.0,,,,false,6 / 59,47,37.2,1,2.97,0.94,2.82,-,-,Hike,07:23:41 GMT+05:30,07:23:41.222,07:23:40.634,07:23:40.675,43 P 781127 1422728,0.00,0.00,82
12.85694,77.59017,928,2.88,2023-11-26T01:53:42.000Z,gps,12.85699,77.59021,842,6.70,0.00,199.55,gps [GPS],00:00:01,1.5,0.0,,,,false,7 / 59,48,38.7,1,4.04,0.94,3.93,-,-,Hike,07:23:42 GMT+05:30,07:23:42.372,07:23:41.784,07:23:41.810,43 P 781128 1422730,0.00,0.00,82
12.85701,77.59019,928,4.38,2023-11-26T01:53:44.000Z,gps,12.85705,77.59020,842,5.80,0.00,199.55,gps [GPS],00:00:02,8.1,0.0,,,,false,9 / 59,50,46.8,1,1.65,0.92,1.37,-,-,Hike,07:23:44 GMT+05:30,07:23:44.199,07:23:43.610,07:23:43.632,43 P 781130 1422738,0.00,0.00,82
12.85703,77.59019,928,3.45,2023-11-26T01:53:45.000Z,gps,12.85706,77.59020,842,5.60,0.00,199.55,gps [GPS],00:00:01,2.1,0.0,,,,false,9 / 59,51,48.9,1,1.65,0.92,1.37,-,-,Hike,07:23:45 GMT+05:30,07:23:45.200,07:23:44.611,07:23:44.630,43 P 781130 1422740,0.00,0.00,82
12.85705,77.59021,928,2.54,2023-11-26T01:53:47.000Z,gps,12.85708,77.59024,842,5.20,0.00,199.55,gps [GPS],00:00:02,3.1,0.0,,,,false,9 / 59,53,52.0,1,1.65,0.92,1.37,-,-,Hike,07:23:47 GMT+05:30,07:23:47.179,07:23:46.591,07:23:46.634,43 P 781132 1422742,0.00,0.00,82
12.85706,77.59024,928,3.90,2023-11-26T01:53:48.000Z,gps,12.85708,77.59027,843,5.10,0.00,199.55,gps [GPS],00:00:01,3.3,0.0,,,,false,8 / 59,54,55.3,1,1.66,0.94,1.37,-,-,Hike,07:23:48 GMT+05:30,07:23:48.195,07:23:47.606,07:23:47.624,43 P 781135 1422743,0.00,0.00,82
12.85708,77.59026,928,2.62,2023-11-26T01:53:50.000Z,gps,12.85710,77.59028,843,5.00,0.00,199.55,gps [GPS],00:00:02,2.8,0.0,,,,false,10 / 59,56,58.2,1,1.49,0.88,1.20,-,-,Hike,07:23:50 GMT+05:30,07:23:50.152,07:23:49.564,07:23:49.580,43 P 781137 1422745,0.00,0.00,82
12.85709,77.59026,929,2.29,2023-11-26T01:53:51.000Z,gps,12.85712,77.59027,843,4.70,0.00,199.55,gps [GPS],00:00:01,1.0,0.0,,,,false,9 / 59,57,59.2,1,1.57,0.88,1.29,-,-,Hike,07:23:51 GMT+05:30,07:23:51.161,07:23:50.572,07:23:50.585,43 P 781138 1422746,0.00,0.00,82
12.85708,77.59023,936,6.38,2023-11-27T01:53:51.535Z,fused,12.85700,77.59014,850,13.77,0.02,0.0,fused [Fusion],00:00:00,2.9,0.0,,,,false,9 / 59,58,62.1,1,1.57,0.88,1.29,-,-,Hike,07:23:51 GMT+05:30,07:23:52.320,07:23:51.732,07:23:51.750,43 P 781135 1422745,0.08,0.05,82
12.85710,77.59024,929,2.74,2023-11-26T01:53:54.000Z,gps,12.85711,77.59024,843,4.20,0.00,199.55,gps [GPS],-23:-1439:-86397,2.9,0.0,,,,false,12 / 59,60,65.0,1,1.19,0.80,0.88,-,-,Hike,07:23:54 GMT+05:30,07:23:54.161,07:23:53.574,07:23:53.587,43 P 781136 1422748,0.00,0.00,82
12.85711,77.59022,928,1.89,2023-11-26T01:53:56.000Z,gps,12.85711,77.59020,842,3.50,0.00,266.53,gps [GPS],00:00:02,2.2,0.0,,,,false,14 / 59,62,67.1,1,1.10,0.81,0.74,-,-,Hike,07:23:56 GMT+05:30,07:23:56.151,07:23:55.563,07:23:55.576,43 P 781134 1422748,0.00,0.00,82
12.85711,77.59021,927,1.65,2023-11-26T01:53:57.000Z,gps,12.85712,77.59018,842,3.40,0.00,266.53,gps [GPS],00:00:01,1.1,0.0,,,,false,12 / 59,63,68.3,1,1.24,0.83,0.92,-,-,Hike,07:23:57 GMT+05:30,07:23:57.170,07:23:56.582,07:23:56.597,43 P 781133 1422749,0.00,0.00,82
12.85714,77.59018,927,2.19,2023-11-26T01:53:59.000Z,gps,12.85715,77.59018,842,3.30,0.00,266.53,gps [GPS],00:00:02,4.4,0.0,,,,false,15 / 59,65,72.6,1,1.11,0.80,0.76,-,-,Hike,07:23:59 GMT+05:30,07:23:59.162,07:23:58.573,07:23:58.582,43 P 781129 1422751,0.00,0.00,82
12.85714,77.59018,928,1.80,2023-11-26T01:54:00.000Z,gps,12.85716,77.59018,842,3.20,1.54,3.42,gps [GPS],00:00:01,0.8,0.0,,,,false,17 / 59,66,73.5,1,1.02,0.75,0.69,-,-,Hike,07:24:00 GMT+05:30,07:24:00.172,07:23:59.584,07:23:59.595,43 P 781129 1422752,5.56,3.46,82
12.85715,77.59018,927,1.56,2023-11-26T01:54:01.000Z,gps,12.85716,77.59016,842,3.10,1.47,313.01,gps [GPS],00:00:01,0.9,0.0,,,,false,19 / 59,67,74.3,1,0.97,0.74,0.62,-,-,Hike,07:24:01 GMT+05:30,07:24:01.210,07:24:00.622,07:24:00.636,43 P 781129 1422752,5.28,3.28,82
12.85715,77.59017,927,1.38,2023-11-26T01:54:02.000Z,gps,12.85715,77.59014,842,3.00,1.42,262.19,gps [GPS],00:00:01,0.9,0.0,,,,false,19 / 59,68,75.2,1,0.97,0.74,0.62,-,-,Hike,07:24:02 GMT+05:30,07:24:02.216,07:24:01.628,07:24:01.638,43 P 781128 1422753,5.10,3.17,82
12.85714,77.59012,927,1.97,2023-11-26T01:54:04.000Z,gps,12.85714,77.59012,842,2.90,1.18,231.45,gps [GPS],00:00:02,4.9,0.0,,,,false,19 / 59,70,80.1,1,0.98,0.73,0.65,-,-,Hike,07:24:04 GMT+05:30,07:24:04.190,07:24:03.602,07:24:03.614,43 P 781123 1422752,4.27,2.65,82
12.85713,77.59012,927,1.41,2023-11-26T01:54:06.000Z,gps,12.85711,77.59012,841,2.80,1.08,214.93,gps [GPS],00:00:02,1.3,0.0,,,,false,20 / 59,72,81.4,1,0.97,0.73,0.65,-,-,Hike,07:24:06 GMT+05:30,07:24:06.166,07:24:05.578,07:24:05.591,43 P 781123 1422750,3.89,2.42,82
12.85712,77.59012,927,1.26,2023-11-26T01:54:07.000Z,gps,12.85710,77.59012,841,2.80,0.93,137.97,gps [GPS],00:00:01,0.6,0.0,,,,false,20 / 59,73,82.0,1,0.97,0.73,0.65,-,-,Hike,07:24:07 GMT+05:30,07:24:07.185,07:24:06.597,07:24:06.616,43 P 781123 1422750,3.34,2.07,82
12.85710,77.59013,925,1.80,2023-11-26T01:54:09.000Z,gps,12.85710,77.59014,840,2.60,0.77,126.26,gps [GPS],00:00:02,2.9,0.0,,,,false,19 / 59,75,84.9,1,1.01,0.75,0.67,-,-,Hike,07:24:09 GMT+05:30,07:24:09.188,07:24:08.600,07:24:08.613,43 P 781124 1422747,2.77,1.72,82
12.85709,77.59013,926,1.46,2023-11-26T01:54:10.000Z,gps,12.85708,77.59014,840,2.50,0.74,188.86,gps [GPS],00:00:01,0.6,0.0,,,,false,21 / 59,76,85.5,1,0.93,0.71,0.59,-,-,Hike,07:24:10 GMT+05:30,07:24:10.192,07:24:09.603,07:24:09.619,43 P 781124 1422747,2.65,1.65,82
12.85708,77.59013,926,1.11,2023-11-26T01:54:12.000Z,gps,12.85706,77.59013,841,2.40,0.67,237.3,gps [GPS],00:00:02,1.3,0.0,,,,false,24 / 59,78,86.8,1,0.90,0.69,0.57,-,-,Hike,07:24:12 GMT+05:30,07:24:12.181,07:24:11.593,07:24:11.607,43 P 781124 1422745,2.43,1.51,82
12.85705,77.59013,927,2.17,2023-11-26T01:54:13.000Z,gps,12.85705,77.59013,841,2.30,0.59,173.83,gps [GPS],00:00:01,3.7,0.0,,,,false,24 / 59,79,90.4,1,0.90,0.69,0.57,-,-,Hike,07:24:13 GMT+05:30,07:24:13.194,07:24:12.606,07:24:12.624,43 P 781123 1422742,2.13,1.32,82
12.85705,77.59013,927,1.54,2023-11-26T01:54:14.000Z,gps,12.85704,77.59012,841,2.20,0.56,66.53,gps [GPS],00:00:01,0.6,0.0,,,,false,24 / 59,80,91.0,1,0.90,0.69,0.57,-,-,Hike,07:24:14 GMT+05:30,07:24:14.197,07:24:13.609,07:24:13.624,43 P 781123 1422741,2.01,1.25,82
12.85704,77.59012,927,1.11,2023-11-26T01:54:16.000Z,gps,12.85702,77.59012,841,2.20,0.44,197.05,gps [GPS],00:00:02,1.1,0.0,,,,false,24 / 59,82,92.1,1,0.90,0.69,0.57,-,-,Hike,07:24:16 GMT+05:30,07:24:16.193,07:24:15.605,07:24:15.615,43 P 781123 1422740,1.58,0.98,82
12.85702,77.59012,936,6.18,2023-11-27T01:54:16.946Z,fused,12.85699,77.59014,850,14.60,0.18,45.96156,fused [Fusion],00:00:00,1.4,0.0,,,,false,25 / 59,83,93.5,1,0.87,0.67,0.55,-,-,Hike,07:24:16 GMT+05:30,07:24:17.881,07:24:17.293,07:24:17.312,43 P 781123 1422739,0.64,0.40,82
12.85700,77.59011,927,1.51,2023-11-26T01:54:19.000Z,gps,12.85699,77.59011,841,2.20,0.50,206.72,gps [GPS],-23:-1439:-86397,3.0,0.0,,,,false,25 / 59,85,96.4,1,0.87,0.67,0.55,-,-,Hike,07:24:19 GMT+05:30,07:24:19.184,07:24:18.596,07:24:18.608,43 P 781122 1422736,1.82,1.13,82
12.85699,77.59011,926,1.07,2023-11-26T01:54:21.000Z,gps,12.85698,77.59012,840,2.10,0.46,202.85,gps [GPS],00:00:02,0.8,0.0,,,,false,26 / 59,87,97.3,1,0.86,0.66,0.54,-,-,Hike,07:24:21 GMT+05:30,07:24:21.186,07:24:20.598,07:24:20.614,43 P 781122 1422735,1.64,1.02,82
12.85699,77.59011,925,0.94,2023-11-26T01:54:22.000Z,gps,12.85698,77.59012,840,2.00,0.42,220.93,gps [GPS],00:00:01,0.3,0.0,,,,false,27 / 59,88,97.6,1,0.84,0.65,0.53,-,-,Hike,07:24:22 GMT+05:30,07:24:22.188,07:24:21.599,07:24:21.615,43 P 781122 1422735,1.51,0.94,82
12.85698,77.59012,925,1.38,2023-11-26T01:54:24.000Z,gps,12.85697,77.59013,839,2.00,0.00,29.11,gps [GPS],00:00:02,1.8,0.0,,,,false,27 / 59,90,99.4,1,0.84,0.65,0.53,-,-,Hike,07:24:24 GMT+05:30,07:24:24.166,07:24:23.577,07:24:23.590,43 P 781123 1422734,0.00,0.00,82
12.85697,77.59013,925,1.12,2023-11-26T01:54:25.000Z,gps,12.85697,77.59013,839,1.90,0.00,7.69,gps [GPS],00:00:01,0.4,0.0,,,,false,27 / 59,91,99.7,1,0.84,0.65,0.53,-,-,Hike,07:24:25 GMT+05:30,07:24:25.209,07:24:24.621,07:24:24.632,43 P 781123 1422733,0.00,0.00,82
12.85697,77.59013,924,0.86,2023-11-26T01:54:27.000Z,gps,12.85697,77.59013,839,1.90,0.00,225.64,gps [GPS],00:00:02,0.4,0.0,,,,false,27 / 59,93,100.1,1,0.84,0.65,0.53,-,-,Hike,07:24:27 GMT+05:30,07:24:27.231,07:24:26.642,07:24:26.659,43 P 781124 1422733,0.00,0.00,82
12.85697,77.59013,924,1.81,2023-11-26T01:54:28.000Z,gps,12.85697,77.59013,839,1.90,0.00,225.64,gps [GPS],00:00:01,0.4,0.0,,,,false,27 / 59,94,100.5,1,0.84,0.65,0.53,-,-,Hike,07:24:28 GMT+05:30,07:24:28.285,07:24:27.696,07:24:27.717,43 P 781124 1422733,0.00,0.00,82
12.85697,77.59013,924,1.08,2023-11-26T01:54:30.000Z,gps,12.85697,77.59013,839,1.90,0.00,225.64,gps [GPS],00:00:02,0.1,0.0,,,,false,26 / 59,96,100.6,1,0.85,0.66,0.54,-,-,Hike,07:24:30 GMT+05:30,07:24:30.151,07:24:29.563,07:24:29.577,43 P 781124 1422733,0.00,0.00,82
12.85697,77.59013,924,0.94,2023-11-26T01:54:31.000Z,gps,12.85697,77.59013,839,1.90,0.00,225.64,gps [GPS],00:00:01,0.0,0.0,,,,false,26 / 59,97,100.6,1,0.85,0.66,0.54,-,-,Hike,07:24:31 GMT+05:30,07:24:31.157,07:24:30.568,07:24:30.621,43 P 781124 1422733,0.00,0.00,82
12.85697,77.59013,924,0.84,2023-11-26T01:54:32.000Z,gps,12.85697,77.59013,839,1.90,0.00,225.64,gps [GPS],00:00:01,0.0,0.0,,,,false,25 / 59,98,100.6,1,0.86,0.67,0.54,-,-,Hike,07:24:32 GMT+05:30,07:24:32.171,07:24:31.583,07:24:31.606,43 P 781124 1422733,0.00,0.00,82
12.85696,77.59013,924,1.55,2023-11-26T01:54:33.000Z,gps,12.85696,77.59013,838,1.60,0.18,67.71,gps [GPS],00:00:01,1.2,0.0,,,,false,25 / 59,99,101.7,1,0.86,0.67,0.54,-,-,Hike,07:24:33 GMT+05:30,07:24:33.203,07:24:32.615,07:24:32.627,43 P 781124 1422731,0.66,0.41,82
12.85696,77.59014,924,0.95,2023-11-26T01:54:35.000Z,gps,12.85696,77.59014,838,1.70,0.00,100.5,gps [GPS],00:00:02,0.5,0.0,,,,false,27 / 59,101,102.2,1,0.84,0.65,0.53,-,-,Hike,07:24:35 GMT+05:30,07:24:35.179,07:24:34.591,07:24:34.643,43 P 781125 1422732,0.00,0.00,82
12.85696,77.59014,924,0.76,2023-11-26T01:54:37.000Z,gps,12.85696,77.59014,838,1.80,0.00,288.75,gps [GPS],00:00:02,0.2,0.0,,,,false,27 / 59,103,102.4,1,0.84,0.65,0.53,-,-,Hike,07:24:37 GMT+05:30,07:24:37.178,07:24:36.591,07:24:36.644,43 P 781125 1422732,0.00,0.00,82
12.85696,77.59014,924,0.71,2023-11-26T01:54:38.000Z,gps,12.85696,77.59014,838,1.90,0.00,288.75,gps [GPS],00:00:01,0.0,0.0,,,,false,27 / 59,104,102.4,1,0.84,0.65,0.53,-,-,Hike,07:24:38 GMT+05:30,07:24:38.226,07:24:37.638,07:24:37.657,43 P 781125 1422732,0.00,0.00,82
12.85696,77.59014,924,1.38,2023-11-26T01:54:40.000Z,gps,12.85696,77.59014,838,2.00,0.00,288.75,gps [GPS],00:00:02,0.2,0.0,,,,false,28 / 59,106,102.7,1,0.83,0.65,0.52,-,-,Hike,07:24:40 GMT+05:30,07:24:40.175,07:24:39.587,07:24:39.620,43 P 781125 1422732,0.00,0.00,82
12.85696,77.59014,924,0.99,2023-11-26T01:54:42.000Z,gps,12.85696,77.59014,838,2.00,0.00,288.75,gps [GPS],00:00:02,0.0,0.0,,,,false,28 / 59,108,102.7,1,0.83,0.65,0.52,-,-,Hike,07:24:42 GMT+05:30,07:24:42.181,07:24:41.593,07:24:41.607,43 P 781125 1422732,0.00,0.00,82
12.85696,77.59014,924,1.38,2023-11-26T01:54:44.000Z,gps,12.85696,77.59014,838,2.00,0.00,288.75,gps [GPS],00:00:02,0.0,0.0,,,,false,26 / 59,110,102.7,1,0.85,0.67,0.53,-,-,Hike,07:24:44 GMT+05:30,07:24:44.177,07:24:43.589,07:24:43.600,43 P 781125 1422732,0.00,0.00,82
12.85696,77.59014,924,1.13,2023-11-26T01:54:45.000Z,gps,12.85696,77.59014,838,2.00,0.00,288.75,gps [GPS],00:00:01,0.0,0.0,,,,false,26 / 59,111,102.7,1,0.85,0.67,0.53,-,-,Hike,07:24:45 GMT+05:30,07:24:45.201,07:24:44.612,07:24:44.623,43 P 781125 1422732,0.00,0.00,82
12.85696,77.59014,924,0.88,2023-11-26T01:54:47.000Z,gps,12.85696,77.59014,838,2.00,0.00,288.75,gps [GPS],00:00:02,0.0,0.0,,,,false,27 / 59,113,102.7,1,0.85,0.66,0.53,-,-,Hike,07:24:47 GMT+05:30,07:24:47.198,07:24:46.611,07:24:46.622,43 P 781125 1422732,0.00,0.00,82
12.85696,77.59014,924,1.38,2023-11-26T01:54:49.000Z,gps,12.85696,77.59014,838,2.00,0.00,288.75,gps [GPS],00:00:02,0.0,0.0,,,,false,25 / 59,115,102.7,1,0.88,0.68,0.56,-,-,Hike,07:24:49 GMT+05:30,07:24:49.168,07:24:48.580,07:24:48.597,43 P 781125 1422732,0.00,0.00,82
12.85696,77.59014,924,1.14,2023-11-26T01:54:50.000Z,gps,12.85696,77.59014,838,2.00,0.00,288.75,gps [GPS],00:00:01,0.0,0.0,,,,false,20 / 59,116,102.7,1,0.97,0.71,0.65,-,-,Hike,07:24:50 GMT+05:30,07:24:50.183,07:24:49.595,07:24:49.609,43 P 781125 1422732,0.00,0.00,82
